"amount","timeOffset","idTo","idFrom","nameTo","nameFrom"
"6944.955569034693","17818","75-0000495","4093070823003952","Interdem Consulting","Audrey Gonzalez"
"2038.298331104479","17820","40-0004041","4093070823003952","Erntogra Associates","Audrey Gonzalez"
"11190.62362131682","17821","39-0009205","4093070823003952","SuperMemo Industries","Audrey Gonzalez"
"6575.109587693018","17822","00-0005711","4093070823003952","Yrsa Inc.","Audrey Gonzalez"
"7282.288717135901","17827","52-0004421","4930275370188174","SuperMemo","Chase Graves"
"4812.852095520393","17845","22-0008851","4582442155117080","Datastore Industries","William Burnett"
"2777.564156322628","17846","23-0000369","4582442155117080","Erntogra","William Burnett"
"4575.300050879991","17847","22-0008851","4582442155117080","Datastore Industries","William Burnett"
"3246.8453780386335","17852","56-0006095","4937849173477449","Woods","Nathan Burke"
"3691.8115270550256","17856","22-0009971","4334829709944699","Gualas Inc.","Brooklyn Gordon"
"13699.203219719013","17857","88-0006357","4334829709944699","Klein","Brooklyn Gordon"
"8068.81896199539","17858","88-0004173","4334829709944699","Klein Limited","Brooklyn Gordon"
"2494.395660323657","17859","59-0006985","4334829709944699","Interdem Company","Brooklyn Gordon"
"4170.808757688599","17861","23-0004491","4334829709944699","Morsem Company","Brooklyn Gordon"
"1522.7296689375262","17863","23-0008945","4202706363927021","Terson Ltd","Gabriella Barnett"
"9831.642738980492","17868","22-0006785","4391155174146283","Yrsa","Emma Carson"
"4697.10968197453","17876","81-0008841","4665053461099589","Gualas","Aiden Lane"
"2842.3201424765152","17885","00-0005711","4385011631441155","Yrsa Inc.","Kylie Massey"
"12749.630239593851","17899","81-0004521","4711736305550460","Nonos","Jasmine West"
"8827.399037296744","17904","48-0004741","4711736305550460","Furba","Jasmine West"
"3647.880678829548","17910","02-0003007","4368718418491895","SuperMemo","Harper Mccarthy"
"7406.204591761235","17919","81-0008841","4361763517364236","Gualas","Brianna Tanner"
"5706.613844382423","17926","36-0007378","4509231711665827","Datastore","James Caldwell"
"5530.263066404497","17929","23-0008388","4665794094572902","MemorTech","Bella Nichols"
"9079.646698847062","17947","76-0000408","4748445486617299","Felics","Dominic Hatfield"
"6733.0143129280805","17961","38-0005417","4575563620734529","Felics","Morgan Hunt"
"7016.016078594512","17962","13-0005158","4209787054427128","QuickLink","Lucas Santiago"
"5258.220122676396","17967","23-0001463","4893589937977753","FlyHigh","Colton Reilly"
"4898.97396143753","17973","10-0009196","4275847800182549","SuperMemo","Ayden Travis"
"5358.360763712667","17992","63-0003417","4340766766025990","Nonos Inc.","Gabriella Mullen"
"6693.1602311871775","17994","45-0009998","4961220610840194","SuperMemo","Benjamin Burns"
"8657.360787942913","17995","24-0003440","4961220610840194","MemorTech Industries","Benjamin Burns"
"13870.615835026656","18001","82-0007635","4994570457353854","Robutenia","Gabriella Mendez"
"669.1385639067066","18003","11-0007398","4994570457353854","Terson","Gabriella Mendez"
"4322.077022793227","18011","01-0005890","4327799987946170","Gualas Ltd","Natalie Christensen"
"5016.220041657752","18020","72-0003445","4623240228244340","Vitae LLC","Jackson Lambert"
"6228.742393227208","18022","56-0006095","4623240228244340","Woods","Jackson Lambert"
"7624.581269500834","18023","75-0000495","4623240228244340","Interdem Consulting","Jackson Lambert"
"11213.228217514456","18025","56-0006095","4623240228244340","Woods","Jackson Lambert"
"8361.01608265249","18030","23-0001463","4462050442635825","FlyHigh","Evan Wong"
"13567.102051330694","18038","24-0002157","4146177205269650","Woods","Alexis Sullivan"
"4507.706085000803","18040","24-0002157","4146177205269650","Woods","Alexis Sullivan"
"7221.309608175555","18042","57-0004864","4146177205269650","Datastore","Alexis Sullivan"
"3682.6251257037047","18045","24-0002157","4146177205269650","Woods","Alexis Sullivan"
"9450.059353652028","18047","03-0001737","4146177205269650","Robutenia","Alexis Sullivan"
"6933.304075990873","18049","92-0000812","4474356549073968","Gualas","Bailey Campos"
"1139.1613554897813","18062","56-0006095","4946207367172384","Woods","Christian Arnold"
"7587.4513842700635","18068","52-0001034","4389477161305779","Linger Inc.","Autumn Hull"
"1499.213492272499","18074","86-0006223","4901059334102124","Furba Company","Aria Ayala"
"6742.146924143993","18080","45-0004472","4731993740909852","Beans","Mason Craig"
"10613.340559629267","18107","64-0003168","4957959987279199","Felics LLC","Kayden Suarez"
"8935.623013435208","18109","48-0009265","4957959987279199","Furba","Kayden Suarez"
"989.7300185451177","18143","63-0006403","4973933692285023","Klein","Sydney Tyson"
"5087.229197334807","18146","76-0000408","4973933692285023","Felics","Sydney Tyson"
"8075.207943321933","18154","39-0009205","4685976768303427","SuperMemo Industries","Adam Cameron"
"6218.198659371461","18161","76-0000408","4203231217806858","Felics","William Finley"
"2674.716220119953","18178","53-0000892","4067395693936060","Beans Company","Jose Talley"
"2776.718629077872","18185","26-0008279","4638132279342268","SuperMemo Limited","Bryson Greer"
"9318.878516005378","18192","13-0005158","4638132279342268","QuickLink","Bryson Greer"
"6120.339632754141","18195","52-0001242","4620788256224157","Terson","Abigail Hamilton"
"17000.818162804368","18203","43-0001131","4389696512811454","Linger Inc.","Connor Houston"
"10014.132878943408","18210","23-0004491","4798075880154166","Morsem Company","Grayson Clay"
"6637.320381610575","18222","48-0007552","4918063461888548","Datastore LLC","William Lee"
"8189.1400131227165","18229","84-0000621","4138557070772435","Klein Consulting","Kayla Guerrero"
"10984.03235663901","18234","87-0005976","4816009292999031","Felics Company","Justin Cross"
"9737.890296459778","18235","86-0006223","4816009292999031","Furba Company","Justin Cross"
"10966.60080404676","18238","21-0005047","4409487764873418","Interdem Ltd","Connor Howard"
"4768.250001398638","18248","01-0005242","4307599548532442","Robutenia Associates","Sophie Roman"
"11309.26705139591","18249","45-0008882","4307599548532442","Quisuc Ltd","Sophie Roman"
"3619.5157638660107","18251","23-0008945","4307599548532442","Terson Ltd","Sophie Roman"
"6957.6077510042805","18254","81-0008841","4408560861175001","Gualas","Makayla Bush"
"3730.437915525215","18259","91-0009634","4543012819260226","FlyHigh Industries","Anna Gardner"
"11854.803818056844","18261","13-0005158","4245451236428720","QuickLink","Carter Bates"
"3414.396079246905","18265","35-0006721","4068710449351449","Buapel","Oliver Wallace"
"7533.186738326557","18266","87-0005976","4058466547733184","Felics Company","Gabriella Landry"
"9123.195988036714","18275","91-0009634","4544120256847808","FlyHigh Industries","Blake Combs"
"2444.1912260965987","18276","82-0001602","4544120256847808","Gualas Ltd","Blake Combs"
"8063.380593828166","18277","88-0004173","4544120256847808","Klein Limited","Blake Combs"
"10593.72846272392","18280","88-0004173","4544120256847808","Klein Limited","Blake Combs"
"7780.030280260338","18313","76-0008071","4866051596912558","Gualas","Andrea Brady"
"8141.383181513422","18318","82-0007635","4794963500571048","Robutenia","Brooklyn Bennett"
"16503.71724352882","18330","30-0001583","4926208812810259","Klein","Jasmine Lowery"
"9052.95175753325","18339","91-0006349","4883727209880667","Erntogra Associates","Aiden Hunt"
"12918.005914614818","18340","11-0000693","4883727209880667","Woods Limited","Aiden Hunt"
"3859.413928284192","18348","76-0000943","4439188743187987","Hostes","Tristan Pacheco"
"5388.563099745114","18367","48-0004741","4521312934162794","Furba","Mackenzie Whitehead"
"3974.3488233428334","18383","84-0000621","4509206953634855","Klein Consulting","Morgan Justice"
"11868.046318760706","18388","81-0006110","4786339840823557","Buapel Inc.","Gabriel Carter"
"1657.7888329755096","18399","06-0009765","4617001552596079","FlyHigh Consulting","Charles Gibson"
"7053.046472835812","18433","23-0001463","4205569040055427","FlyHigh","Matthew Buckner"
"9565.668625766026","18436","11-0000693","4571939373457126","Woods Limited","Jackson Underwood"
"10658.85334114364","18437","23-0000369","4571939373457126","Erntogra","Jackson Underwood"
"5167.0942175571245","18442","23-0000369","4571939373457126","Erntogra","Jackson Underwood"
"1004.7865731410811","18445","11-0000693","4571939373457126","Woods Limited","Jackson Underwood"
"9274.494167910723","18447","45-0009998","4193323726261436","SuperMemo","Piper Clay"
"11284.524714836447","18449","45-0009998","4193323726261436","SuperMemo","Piper Clay"
"9554.622998120958","18451","39-0004999","4564913584950228","Quicker","Liam Rivas"
"9137.556198732567","18461","22-0008851","4690256713621659","Datastore Industries","Jeremiah Gonzalez"
"9750.627638003542","18468","04-0005397","4624368948816235","Klein","Sebastian Wells"
"8607.006592522084","18469","43-0000995","4918361969292514","Yrsa","Ashley Nolan"
"9996.586721960579","18475","87-0005976","4384353758646484","Felics Company","Michael Franco"
"911.0755301619829","18483","52-0004421","4607563597909031","SuperMemo","Chase Dillard"
"3954.0299472846723","18485","23-0008432","4607563597909031","Quisuc","Chase Dillard"
"2148.6009285952205","18498","48-0009265","4637684291612186","Furba","Faith Woodward"
"91.16300743708325","18500","50-0003805","4637684291612186","Vitae","Faith Woodward"
"2583.5329967946805","18503","23-0001463","4977361969170734","FlyHigh","Eva Coleman"
"5890.379315154593","18512","04-0005397","4478010400874164","Klein","Ella Britt"
"5319.276884294072","18513","38-0005417","4478010400874164","Felics","Ella Britt"
"6556.423509357403","18518","10-0009196","4086921210366767","SuperMemo","Sebastian Barlow"
"10334.521099351694","18524","35-0001409","4830663296374427","Alist","Dominic Chapman"
"1526.9464884389063","18533","22-0008851","4286605818842034","Datastore Industries","Mia Best"
"10299.736708827057","18536","98-0006518","4009232800819338","Datastore Industries","Kayla Hester"
"3610.3556460306704","18574","80-0001142","4868926943916766","Furba Associates","Mackenzie Curtis"
"11717.908295447554","18577","80-0001142","4868926943916766","Furba Associates","Mackenzie Curtis"
"5240.6157728309945","18583","73-0000254","4868926943916766","Nonos","Mackenzie Curtis"
"3784.071670660171","18585","91-0009634","4691428210565999","FlyHigh Industries","Gavin Atkinson"
"6341.963717345552","18606","80-0001142","4284856972457869","Furba Associates","Charlotte Flowers"
"5636.186564880712","18610","63-0008192","4284856972457869","Quicker Associates","Charlotte Flowers"
"2352.9238014880834","18611","36-0007858","4284856972457869","Adapt","Charlotte Flowers"
"4517.446993673994","18661","15-0002056","4304645953740393","Alist","Lillian Gallegos"
"12432.82268199542","18664","03-0001262","4861172650473793","MemorTech","Anna Todd"
"11394.448419455566","18666","23-0004491","4861172650473793","Morsem Company","Anna Todd"
"2487.415605427166","18677","40-0004041","4411281019249524","Erntogra Associates","Kayden Holcomb"
"8448.313083739204","18687","01-0000732","4254527922271355","Klein","Joshua Winters"
"8879.559447197753","18690","46-0003505","4254527922271355","MemorTech Consulting","Joshua Winters"
"4120.761345124333","18694","22-0008851","4502784777097761","Datastore Industries","Ava Abbott"
"8070.814855498733","18697","33-0006618","4502784777097761","Vitae Inc.","Ava Abbott"
"11176.801844611484","18703","90-0000437","4502784777097761","SuperMemo","Ava Abbott"
"4155.639347459877","18704","22-0008851","4502784777097761","Datastore Industries","Ava Abbott"
"4467.078469778797","18707","92-0000812","4310213830299208","Gualas","Connor Rich"
"3982.092308286217","18710","39-0004999","4918872150234537","Quicker","Chase Barry"
"6229.059407185787","18715","42-0000394","4233787467146240","Klein","Angel Larson"
"9451.197464999357","18718","99-0009488","4233787467146240","FlyHigh LLC","Angel Larson"
"12820.384354590744","18719","99-0009488","4233787467146240","FlyHigh LLC","Angel Larson"
"4880.9202003368855","18722","57-0004864","4233787467146240","Datastore","Angel Larson"
"9959.855464238673","18723","87-0008175","4233787467146240","Yrsa LLC","Angel Larson"
"11048.796888338822","18724","93-0003587","4491329161153730","Interdem Limited","Layla Bray"
"3022.8617004238254","18726","04-0005397","4261657934255236","Klein","Chase Mcdonald"
"7822.86916610928","18739","34-0009132","4928515249555630","Alist Limited","Charles Carlson"
"14012.94503899443","18766","53-0006448","4198948260750314","Buapel Industries","Brody Simmons"
"6811.04483994868","18771","80-0005916","4218351630854369","Terson LLC","Cameron Fletcher"
"4719.5705311005","18773","76-0008071","4218351630854369","Gualas","Cameron Fletcher"
"5562.888496892572","18777","80-0005916","4218351630854369","Terson LLC","Cameron Fletcher"
"5765.252141538057","18786","01-0005242","4956093300756492","Robutenia Associates","Tristan Harris"
"10910.472858768604","18787","23-0008945","4956093300756492","Terson Ltd","Tristan Harris"
"2883.2444189669354","18789","65-0006225","4854650158885245","Alist","Savannah Cardenas"
"8475.896937798563","18792","65-0006225","4854650158885245","Alist","Savannah Cardenas"
"11255.219579877896","18794","10-0009196","4774500537837523","SuperMemo","Sofia Gonzales"
"8007.329679965214","18795","10-0009196","4774500537837523","SuperMemo","Sofia Gonzales"
"9878.231798695544","18798","01-0005890","4545086762201880","Gualas Ltd","Blake Golden"
"4778.950477798612","18799","26-0008227","4545086762201880","Furba","Blake Golden"
"465.41604871753134","18802","02-0000021","4545086762201880","Hostes Inc.","Blake Golden"
"7625.500335787294","18806","36-0007858","4559665405902773","Adapt","Carlos Kemp"
"8041.167975934729","18822","15-0003005","4872545349272873","Morsem Industries","Amelia Ellis"
"6982.790367476667","18823","80-0005916","4872545349272873","Terson LLC","Amelia Ellis"
"4577.0721766637025","18825","75-0005458","4719590868234695","Morsem","Evelyn Weeks"
"17823.699366578407","18826","76-0008071","4719590868234695","Gualas","Evelyn Weeks"
"8000.401117275177","18835","98-0006518","4719590868234695","Datastore Industries","Evelyn Weeks"
"1529.031071484138","18840","53-0000892","4508939032240804","Beans Company","Kayla Aguirre"
"11639.907551770062","18845","22-0006785","4221830460513711","Yrsa","Cooper Schmidt"
"10833.2695976713","18872","22-0006785","4792344527246421","Yrsa","Emma Schroeder"
"2692.735396894278","18884","84-0000621","4654099334678789","Klein Consulting","Nathan Mathis"
"5068.464284583274","18894","05-0008600","4717596837825937","Gualas Company","Eva Simmons"
"2841.8630983710186","18903","10-0009196","4075924562824709","SuperMemo","Landon Carlson"
"6418.985969460039","18907","52-0001242","4017385101040044","Terson","Carson Murray"
"10728.059970871058","18908","52-0001242","4017385101040044","Terson","Carson Murray"
"21999.046642430287","18910","34-0007462","4017385101040044","Quicker Limited","Carson Murray"
"601.67479113029","18911","34-0007462","4017385101040044","Quicker Limited","Carson Murray"
"13450.929331734704","18912","76-0000943","4017385101040044","Hostes","Carson Murray"
"5624.369032210381","18914","31-0000111","4017385101040044","Beans","Carson Murray"
"10527.088598682067","18926","52-0001990","4182259207084579","Felics Ltd","Morgan Hudson"
"7883.451479386848","18927","86-0006223","4182259207084579","Furba Company","Morgan Hudson"
"7803.157023109061","18931","87-0005976","4057788733769941","Felics Company","James Ballard"
"1029.7975850386692","18932","45-0009998","4057788733769941","SuperMemo","James Ballard"
"5423.860167853585","18933","45-0009998","4057788733769941","SuperMemo","James Ballard"
"3151.519723397909","18934","87-0005976","4057788733769941","Felics Company","James Ballard"
"5158.371955874379","18935","86-0006223","4057788733769941","Furba Company","James Ballard"
"7219.003041251002","18959","92-0008906","4872545349272873","Quicker Industries","Amelia Ellis"
"3369.8463481990507","18960","27-0007457","4872545349272873","Quisuc","Amelia Ellis"
"1977.2446700940418","18964","92-0008906","4872545349272873","Quicker Industries","Amelia Ellis"
"10266.95259160861","18971","98-0006518","4442982245804767","Datastore Industries","William Anthony"
"7642.176162702255","18992","63-0008192","4138696504301658","Quicker Associates","Isaiah Hooper"
"2682.638757357205","19002","58-0007449","4295433134382620","FlyHigh Consulting","Sofia Flynn"
"6176.211851072171","19010","48-0009265","4957959987279199","Furba","Kayden Suarez"
"5071.748216206631","19011","48-0009265","4957959987279199","Furba","Kayden Suarez"
"2985.2415440556406","19012","48-0009265","4957959987279199","Furba","Kayden Suarez"
"10649.79826900997","19018","90-0000437","4644606686345990","SuperMemo","Victoria Beard"
"11561.63336043466","19031","30-0007443","4389696512811454","Porta","Connor Houston"
"3517.223898324204","19034","43-0001131","4389696512811454","Linger Inc.","Connor Houston"
"12918.842852774065","19053","26-0008227","4676124325823816","Furba","Ella Dalton"
"1824.124836063368","19054","81-0008841","4457790080108679","Gualas","Sophia Chandler"
"4775.060867563411","19056","23-0008945","4457790080108679","Terson Ltd","Sophia Chandler"
"4526.356168322007","19059","93-0002628","4527816472568745","Morsem Industries","London Mccarty"
"17642.909724463025","19067","46-0003505","4527816472568745","MemorTech Consulting","London Mccarty"
"7969.8911580030945","19070","04-0005397","4261657934255236","Klein","Chase Mcdonald"
"1343.6829987286565","19077","82-0001602","4360341988971192","Gualas Ltd","Joshua Glover"
"3259.723126543452","19081","59-0006985","4711862089559004","Interdem Company","William Mckinney"
"11745.375490043009","19082","02-0007280","4711862089559004","Vitae Ltd","William Mckinney"
"3755.295153546937","19089","23-0008432","4665794094572902","Quisuc","Bella Nichols"
"2053.440283558005","19104","86-0006223","4823833465964428","Furba Company","Jonathan Ratliff"
"20266.928900476454","19111","76-0008071","4590097259282824","Gualas","Jackson Moon"
"17758.380354395405","19116","23-0001463","4205569040055427","FlyHigh","Matthew Buckner"
"2780.2564425722635","19118","22-0009971","4205569040055427","Gualas Inc.","Matthew Buckner"
"10815.26064502317","19120","23-0001463","4205569040055427","FlyHigh","Matthew Buckner"
"8607.187664597288","19125","03-0001262","4861172650473793","MemorTech","Anna Todd"
"8887.128458554944","19137","52-0004421","4763500936333853","SuperMemo","Tyler Travis"
"4131.671886236238","19140","26-0008279","4128334743605851","SuperMemo Limited","Luis Snyder"
"4005.7935194337633","19145","22-0008851","4521312934162794","Datastore Industries","Mackenzie Whitehead"
"1142.4617368534255","19152","21-0005047","4531367827676258","Interdem Ltd","Madison Peck"
"22469.901957786962","19156","21-0005047","4531367827676258","Interdem Ltd","Madison Peck"
"8620.811404952183","19157","21-0005047","4531367827676258","Interdem Ltd","Madison Peck"
"15441.481778188367","19158","01-0005242","4624911749099368","Robutenia Associates","Logan Adams"
"8862.458712520967","19163","93-0002628","4624911749099368","Morsem Industries","Logan Adams"
"6122.755381980921","19172","26-0009516","4624911749099368","QuickLink","Logan Adams"
"18499.513665570503","19177","23-0006351","4624911749099368","Yrsa","Logan Adams"
"9190.942574094854","19185","24-0002737","4382795947570763","Woods Associates","Ava Flowers"
"10918.17547983523","19187","24-0002737","4382795947570763","Woods Associates","Ava Flowers"
"10662.4076878418","19189","23-0000369","4821443095675303","Erntogra","Aria Malone"
"14339.915480086622","19192","03-0001262","4497122618770519","MemorTech","Gianna Hickman"
"9827.515086071837","19193","90-0000437","4497122618770519","SuperMemo","Gianna Hickman"
"6339.093991775311","19194","02-0000021","4497122618770519","Hostes Inc.","Gianna Hickman"
"9949.029611269854","19196","02-0000021","4497122618770519","Hostes Inc.","Gianna Hickman"
"4068.0446913887727","19199","93-0003238","4497122618770519","MemorTech","Gianna Hickman"
"10348.3937720059","19206","39-0002150","4107868513570451","Gualas","Julian Wilder"
"8797.315483228349","19223","56-0006095","4727712507081424","Woods","Arianna Henderson"
"8957.29967978111","19235","84-0000621","4138557070772435","Klein Consulting","Kayla Guerrero"
"4415.585737288668","19251","45-0009998","4994570457353854","SuperMemo","Gabriella Mendez"
"2998.6048577818383","19256","11-0007398","4389683099379378","Terson","Layla Jenkins"
"11890.517272658108","19267","26-0009516","4569941317604619","QuickLink","Jasmine Robertson"
"12154.36990102988","19274","45-0009998","4868482512655039","SuperMemo","Isaiah Hester"
"3846.0710108168882","19279","52-0001034","4496924406259915","Linger Inc.","Christian Monroe"
"1811.3124772283136","19280","23-0008388","4496924406259915","MemorTech","Christian Monroe"
"6622.024270808026","19286","12-0002471","4202581290081469","Warst","Brooklyn Charles"
"1221.9854683694966","19292","81-0004521","4517498675635894","Nonos","Ian Burch"
"4587.805551519754","19302","13-0005158","4462050442635825","QuickLink","Evan Wong"
"7460.549650399858","19306","46-0005023","4237659125488049","Warst LLC","Kimberly Daugherty"
"2598.3387973414324","19308","48-0009265","4237659125488049","Furba","Kimberly Daugherty"
"6570.007747739141","19317","46-0005023","4237659125488049","Warst LLC","Kimberly Daugherty"
"1203.2770606086424","19328","99-0009488","4088930037942716","FlyHigh LLC","Hunter Mcneil"
"1492.807671995526","19334","76-0000408","4792344527246421","Felics","Emma Schroeder"
"9840.518470113839","19338","76-0008071","4218351630854369","Gualas","Cameron Fletcher"
"8899.827547155943","19339","90-0000437","4218351630854369","SuperMemo","Cameron Fletcher"
"6497.583612652704","19344","93-0000861","4218351630854369","Quisuc Industries","Cameron Fletcher"
"1002.7408781575004","19349","10-0009196","4086921210366767","SuperMemo","Sebastian Barlow"
"10357.766208176728","19356","00-0005711","4086921210366767","Yrsa Inc.","Sebastian Barlow"
"7273.415359648283","19370","85-0001294","4598044046731061","Gualas Industries","Andrea Joyner"
"9805.965405767653","19371","85-0001294","4598044046731061","Gualas Industries","Andrea Joyner"
"8014.675561884876","19398","50-0000685","4436107239863326","Hostes Associates","Easton Finley"
"4194.018067096336","19399","48-0007456","4509231711665827","Alist","James Caldwell"
"2691.5729060007957","19403","76-0008071","4990828929732277","Gualas","Jaxon Hicks"
"18979.02507828457","19405","84-0000621","4411281019249524","Klein Consulting","Kayden Holcomb"
"11061.13680630569","19420","22-0009971","4564913584950228","Gualas Inc.","Liam Rivas"
"12941.11673515464","19423","11-0006376","4564913584950228","QuickLink Company","Liam Rivas"
"1413.6762928809276","19427","15-0002056","4304645953740393","Alist","Lillian Gallegos"
"4875.06828960784","19441","45-0009998","4893268533819491","SuperMemo","Claire Fox"
"4790.0755777321065","19450","01-0005242","4956093300756492","Robutenia Associates","Tristan Harris"
"14921.606108578559","19455","38-0005417","4956093300756492","Felics","Tristan Harris"
"3838.276632424541","19467","23-0006351","4534663533853208","Yrsa","Brayden English"
"14352.336804030449","19468","66-0001182","4534663533853208","Terson LLC","Brayden English"
"4356.059839466476","19471","30-0007443","4254527922271355","Porta","Joshua Winters"
"8075.294737840912","19497","53-0008616","4381628130037244","Erntogra","Nevaeh Lee"
"4981.071116934856","19501","39-0002150","4448394664067096","Gualas","Kylie Chavez"
"6615.513464152043","19518","03-0001737","4921980647479584","Robutenia","Layla Serrano"
"6912.925857925293","19525","80-0001142","4918671258435198","Furba Associates","Jason Bartlett"
"11743.248326135057","19527","80-0001142","4918671258435198","Furba Associates","Jason Bartlett"
"496.25262619631667","19559","21-0005047","4744468736938772","Interdem Ltd","Aaliyah Harrington"
"5649.109081444507","19574","03-0001262","4494767598215258","MemorTech","Christian Dawson"
"8674.314029658408","19593","40-0004041","4428205977831107","Erntogra Associates","Aubrey Medina"
"7891.034871505508","19611","39-0004999","4233787467146240","Quicker","Angel Larson"
"3669.9517328807733","19615","39-0004999","4233787467146240","Quicker","Angel Larson"
"8556.948477660684","19619","52-0001034","4233787467146240","Linger Inc.","Angel Larson"
"8897.631616815463","19621","52-0001034","4233787467146240","Linger Inc.","Angel Larson"
"3072.2979705011735","19623","80-0006193","4652718452592116","Vitae Industries","Levi Hardin"
"2672.7012233871847","19629","45-0004470","4101664525287234","Hostes Limited","Katherine Hyde"
"2963.800755860778","19630","53-0006448","4101664525287234","Buapel Industries","Katherine Hyde"
"12348.270739156655","19647","24-0002157","4485526329054613","Woods","Brody Mendez"
"17091.4223422866","19656","66-0001820","4330981663911422","Linger Consulting","Landon Mills"
"10915.858135605362","19658","48-0007456","4330981663911422","Alist","Landon Mills"
"4018.749304191841","19659","40-0004041","4330981663911422","Erntogra Associates","Landon Mills"
"13922.24351289499","19665","21-0005047","4330981663911422","Interdem Ltd","Landon Mills"
"9128.363471512874","19683","52-0001034","4389477161305779","Linger Inc.","Autumn Hull"
"2080.16206996631","19684","26-0009516","4389477161305779","QuickLink","Autumn Hull"
"7356.618315010314","19687","56-0006095","4132980803492624","Woods","Stella Mclaughlin"
"12160.322917150814","19689","56-0006095","4132980803492624","Woods","Stella Mclaughlin"
"13793.806923161224","19695","15-0003005","4296128647722101","Morsem Industries","Robert Holder"
"5427.014641008292","19697","15-0003005","4296128647722101","Morsem Industries","Robert Holder"
"5991.378410154459","19703","99-0009488","4553329339916112","FlyHigh LLC","Layla Love"
"5352.79100886167","19720","39-0002150","4813182188535590","Gualas","Levi Avery"
"9878.041028717678","19722","43-0001131","4813182188535590","Linger Inc.","Levi Avery"
"7751.741333361625","19728","46-0003505","4864200130198867","MemorTech Consulting","Anna Warner"
"2043.2434976052646","19737","80-0005916","4097146858253385","Terson LLC","Oliver Sellers"
"9507.93942234882","19738","80-0005916","4097146858253385","Terson LLC","Oliver Sellers"
"15268.366952979066","19741","00-0006579","4097146858253385","FlyHigh Associates","Oliver Sellers"
"11471.857847617779","19742","00-0006579","4097146858253385","FlyHigh Associates","Oliver Sellers"
"12345.560140461188","19747","00-0006579","4097146858253385","FlyHigh Associates","Oliver Sellers"
"5254.126559986683","19756","30-0001583","4926208812810259","Klein","Jasmine Lowery"
"4582.446983923013","19766","23-0004491","4347509640458984","Morsem Company","Julia Lawson"
"14005.223257077687","19779","88-0006357","4808278670563095","Klein","Liam Fields"
"2988.633144219325","19783","34-0006093","4893589937977753","SuperMemo","Colton Reilly"
"11484.517760121762","19789","04-0005397","4478010400874164","Klein","Ella Britt"
"7502.060582221251","19790","75-0004311","4478010400874164","Terson Ltd","Ella Britt"
"8046.263204367262","19793","52-0001990","4478010400874164","Felics Ltd","Ella Britt"
"8616.83401090901","19805","56-0006095","4503886506716329","Woods","Melanie Benjamin"
"5950.77291999634","19811","75-0005458","4652857321014306","Morsem","Ava Hunter"
"9614.428546959594","19815","13-0005158","4310531866885115","QuickLink","Morgan Dickson"
"7222.572368129282","19830","85-0001294","4845942890560885","Gualas Industries","Hailey Boyd"
"6753.045132920519","19832","57-0004864","4836239716724972","Datastore","Olivia Rasmussen"
"13005.98245767844","19833","26-0007772","4544120256847808","Hostes Consulting","Blake Combs"
"11040.790045941358","19838","88-0004173","4544120256847808","Klein Limited","Blake Combs"
"10024.460307828696","19847","46-0003505","4583007980881892","MemorTech Consulting","Christopher Garrison"
"9586.427066728964","19848","42-0000394","4752576068901553","Klein","Lydia Cooley"
"14533.739589838238","19867","01-0005242","4307599548532442","Robutenia Associates","Sophie Roman"
"11313.120495060235","19870","45-0008882","4307599548532442","Quisuc Ltd","Sophie Roman"
"10204.950324592315","19881","35-0001409","4078100232320322","Alist","Khloe Holman"
"4278.392557030313","19885","91-0006349","4032289891686159","Erntogra Associates","Jonathan Finley"
"5464.56144877726","19889","88-0006357","4693279288091188","Klein","Logan Beasley"
"2964.1286233088704","19894","23-0008945","4226934046603601","Terson Ltd","Anthony Diaz"
"9107.660782615727","19908","52-0004421","4976405407193831","SuperMemo","Zachary Bowman"
"9808.856179561335","19909","23-0000369","4976405407193831","Erntogra","Zachary Bowman"
"8242.879227536587","19915","92-0008906","4600611278590971","Quicker Industries","Jason Taylor"
"10856.41024090277","19922","54-0003611","4535267704502773","Datastore Consulting","Olivia Bates"
"6804.401533643403","19925","03-0005168","4221830460513711","Yrsa","Cooper Schmidt"
"21797.840607189562","19941","23-0000369","4582442155117080","Erntogra","William Burnett"
"12915.915442345995","19944","30-0008750","4218085448615097","Datastore","Madeline Myers"
"5665.394528857572","19949","34-0006093","4807038095045016","SuperMemo","Kimberly Kelly"
"4072.1014807214497","19950","93-0002628","4807038095045016","Morsem Industries","Kimberly Kelly"
"7534.392851019392","19963","81-0006110","4786339840823557","Buapel Inc.","Gabriel Carter"
"8936.825055090663","19970","01-0005890","4624368948816235","Gualas Ltd","Sebastian Wells"
"5293.120789046776","19972","92-0000812","4624368948816235","Gualas","Sebastian Wells"
"4792.71291904834","19993","39-0004999","4918872150234537","Quicker","Chase Barry"
"10692.216294676273","20002","50-0003805","4501348567042311","Vitae","Anna Fuentes"
"6745.933372657177","20015","53-0000892","4751316150101353","Beans Company","Peyton Mccoy"
"884.3566334067991","20016","64-0003168","4751316150101353","Felics LLC","Peyton Mccoy"
"3650.936198702397","20017","64-0003168","4751316150101353","Felics LLC","Peyton Mccoy"
"6566.951652250096","20018","64-0003168","4751316150101353","Felics LLC","Peyton Mccoy"
"18231.194740826595","20020","64-0003168","4751316150101353","Felics LLC","Peyton Mccoy"
"7605.542172543811","20028","38-0005417","4665207415113546","Felics","Juan Mccarty"
